"filename", "language", "JSON", "TypeScript", "JavaScript", "JSON with Comments", "Markdown", "SVG", "TypeScript React", "CSS", "HTML", "comment", "blank", "total"
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/assets/images/colourLG.svg", "SVG", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/assets/images/colourMD.svg", "SVG", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/assets/images/colourSM.svg", "SVG", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/DeviceResponsive.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 33, 0, 0, 2, 11, 46
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/ResponsiveBackground.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 33, 0, 0, 2, 11, 46
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/SVGResponsive.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 46, 0, 0, 2, 9, 57
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/ShadowHeader.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 6, 34
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/ShadowSection2.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 17, 0, 0, 2, 5, 24
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/ShadowSection3.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 54, 0, 0, 2, 8, 64
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/ShadowSection4.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 7, 43
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/ShadowSection5.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 36, 0, 0, 3, 8, 47
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/components/core/ShadowText.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 3, 45
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/constants/ShadowColours.ts", "TypeScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 9
"/Users/tobycarroll/develop/sohohouse/src/components/Pages/Shadow/types/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/tobycarroll/develop/sohohouse/src/components/ScrollToTop.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 5, 15
"/Users/tobycarroll/develop/sohohouse/src/components/StyleGuide/Style.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 92, 0, 0, 4, 3, 99
"/Users/tobycarroll/develop/sohohouse/src/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 32, 0, 2, 9, 43
"/Users/tobycarroll/develop/sohohouse/src/index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 2, 13
"/Users/tobycarroll/develop/sohohouse/src/react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/tobycarroll/develop/sohohouse/src/reportWebVitals.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/tobycarroll/develop/sohohouse/src/setupTests.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/Users/tobycarroll/develop/sohohouse/tailwind.config.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 9, 2, 34
"/Users/tobycarroll/develop/sohohouse/tsconfig.json", "JSON with Comments", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 27
"Total", "-", 16933, 178, 29, 26, 26, 297, 4621, 93, 17, 197, 862, 23279
